Date,Total Trades,Wins,Losses,Avg Win,Avg Loss,Avg R,Avg PnL,Total Equity,Winrate (%),Profit Factor,Expectancy,Max Drawdown ($),Max Drawdown (%),Equity Curve (JSON),System Winrate
2025-07-26,38,14,23,$91.23,$-31.51,6.8R,$14.54,"$5,552.48",36.84%,1.7622722396794694,$13.71,$229.00,4.12%,"[{""Date"": ""2024-11-01"", ""Equity"": 4991.392031480571}, {""Date"": ""2024-11-01"", ""Equity"": 4986.615761998419}, {""Date"": ""2024-11-01"", ""Equity"": 4948.586155056101}, {""Date"": ""2024-11-04"", ""Equity"": 4938.9176467688085}, {""Date"": ""2024-11-05"", ""Equity"": 5038.046187073819}, {""Date"": ""2025-05-23"", ""Equity"": 4986.93859213711}, {""Date"": ""2025-05-23"", ""Equity"": 4996.163482966805}, {""Date"": ""2025-05-25"", ""Equity"": 4962.921724725046}, {""Date"": ""2025-06-25"", ""Equity"": 4982.433919846998}, {""Date"": ""2025-06-25"", ""Equity"": 5034.931371427018}, {""Date"": ""2025-06-26"", ""Equity"": 5088.293164383262}, {""Date"": ""2025-06-26"", ""Equity"": 5079.737014650641}, {""Date"": ""2025-07-03"", ""Equity"": 5066.986559277235}, {""Date"": ""2025-07-04"", ""Equity"": 5066.986559277235}, {""Date"": ""2025-07-04"", ""Equity"": 5041.465541968863}, {""Date"": ""2025-07-04"", ""Equity"": 5037.723727188695}, {""Date"": ""2025-07-04"", ""Equity"": 5030.992957957926}, {""Date"": ""2025-07-04"", ""Equity"": 5025.058239857036}, {""Date"": ""2025-07-05"", ""Equity"": 5106.220564506334}, {""Date"": ""2025-07-09"", ""Equity"": 5082.006460852978}, {""Date"": ""2025-07-09"", ""Equity"": 5101.304706467014}, {""Date"": ""2025-07-10"", ""Equity"": 4992.770712132736}, {""Date"": ""2025-07-10"", ""Equity"": 4978.199889102005}, {""Date"": ""2025-07-10"", ""Equity"": 5086.593066839886}, {""Date"": ""2025-07-10"", ""Equity"": 5144.609245065585}, {""Date"": ""2025-07-10"", ""Equity"": 5170.168350496895}, {""Date"": ""2025-07-10"", ""Equity"": 5316.182394280456}, {""Date"": ""2025-07-10"", ""Equity"": 5255.911278534888}, {""Date"": ""2025-07-11"", ""Equity"": 5164.146935536738}, {""Date"": ""2025-07-11"", ""Equity"": 5303.940749969728}, {""Date"": ""2025-07-11"", ""Equity"": 5207.716313682366}, {""Date"": ""2025-07-12"", ""Equity"": 5173.321834608457}, {""Date"": ""2025-07-12"", ""Equity"": 5144.607158218301}, {""Date"": ""2025-07-16"", ""Equity"": 5131.01199205516}, {""Date"": ""2025-07-17"", ""Equity"": 5119.137960046899}, {""Date"": ""2025-07-17"", ""Equity"": 5087.182037181886}, {""Date"": ""2025-07-21"", ""Equity"": 5504.718269065944}, {""Date"": ""2025-07-22"", ""Equity"": 5552.479463095794}]",0.50%
